SEASON,TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH
2018-19,1629001,1629001,DeAnthony,Melton,DeAnthony Melton,SG-PG,74.25,6' 2.25'',75.25,6' 3.25'',193.2,80.5,6' 8.5'',99.5,8' 3.5'',5.2,8.5,9.5
2018-19,1629002,1629002,Chimezie,Metu,Chimezie Metu,PF-C,80.5,6' 8.5'',81.5,6' 9.5'',219.6,84.5,7' 0.5'',108,9' 0'',5.05,9,9.25
2018-19,1629003,1629003,Shake,Milton,Shake Milton,SG-PG,76.5,6' 4.5'',77.5,6' 5.5'',207.2,84.75,7' 0.75'',99.5,8' 3.5'',6.8,8.75,9.5
2018-19,1629004,1629004,Sviatoslav,Mykhailiuk,Sviatoslav Mykhailiuk,SG-SF,78.5,6' 6.5'',79.75,6' 7.75'',211.6,76.75,6' 4.75'',100,8' 4'',8.45,8.25,9.5
2018-19,1629005,1629005,Malik,Newman,Malik Newman,SG,74.5,6' 2.5'',75.25,6' 3.25'',189.2,77.5,6' 5.5'',98.5,8' 2.5'',6.25,8.5,9.5
2018-19,1629006,1629006,Josh,Okogie,Josh Okogie,SG,75,6' 3'',76.5,6' 4.5'',210.8,84,7' 0'',102,8' 6'',5.2,9,9.75
2018-19,1629033,1629033,Theo,Pinson,Theo Pinson,SG-SF,77,6' 5'',78.75,6' 6.75'',211.2,82.75,6' 10.75'',103.5,8' 7.5'',7.35,9,9
2018-19,1629007,1629007,Jontay,Porter,Jontay Porter,C-PF,82,6' 10'',83.5,6' 11.5'',236,84.25,7' 0.25'',109,9' 1'',13.85,8.75,9.5
2018-19,1629008,1629008,Michael,Porter,Michael Porter,SF-PF,81.5,6' 9.5'',82.75,6' 10.75'',211,84.25,7' 0.25'',108.5,9' 0.5'',6.4,8.75,9.25
2018-19,1629009,1629009,Billy,Preston,Billy Preston,PF,80.75,6' 8.75'',82.5,6' 10.5'',222.4,86,7' 2'',108,9' 0'',5.45,9.25,9.5
2018-19,1629010,1629010,Jerome,Robinson,Jerome Robinson,SG,76,6' 4'',77,6' 5'',188.4,79.25,6' 7.25'',98,8' 2'',6.05,9,10
2018-19,1629012,1629012,Collin,Sexton,Collin Sexton,PG,72.5,6' 0.5'',73.5,6' 1.5'',183,79.25,6' 7.25'',98.5,8' 2.5'',5.6,8.25,8.5
2018-19,1629013,1629013,Landry,Shamet,Landry Shamet,PG,76,6' 4'',77.25,6' 5.25'',188.6,78.75,6' 6.75'',100,8' 4'',4.85,8,9
2018-19,1629014,1629014,Anfernee,Simons,Anfernee Simons,SG-PG,74.25,6' 2.25'',75.25,6' 3.25'',183.2,81.25,6' 9.25'',99.5,8' 3.5'',7.7,8.75,9
2018-19,1629015,1629015,Zhaire,Smith,Zhaire Smith,SF-SG,74.75,6' 2.75'',76,6' 4'',198.6,81.75,6' 9.75'',100,8' 4'',6.05,8.75,8.25
2018-19,1629034,1629034,Ray,Spalding,Ray Spalding,PF,81,6' 9'',82.25,6' 10.25'',215.4,88.75,7' 4.75'',109,9' 1'',5.55,9.25,9
2018-19,1629016,1629016,Omari,Spellman,Omari Spellman,PF-C,80,6' 8'',81.25,6' 9.25'',253.8,86,7' 2'',107.5,8' 11.5'',13.75,9,9
2018-19,1629017,1629017,Khyri,Thomas,Khyri Thomas,SG,74.5,6' 2.5'',75.75,6' 3.75'',198.8,82.5,6' 10.5'',101,8' 5'',6.4,8.75,9.25
2018-19,1629018,1629018,Gary,Trent,Gary Trent,SG,76.25,6' 4.25'',77.75,6' 5.75'',204.2,80.75,6' 8.75'',98,8' 2'',7,8.5,9.5
2018-19,1629019,1629019,Allonzo,Trier,Allonzo Trier,SG,75.75,6' 3.75'',77.25,6' 5.25'',198,78.75,6' 6.75'',98,8' 2'',4.95,8.25,10.5
2018-19,1629021,1629021,Moritz,Wagner,Moritz Wagner,C-PF,82.5,6' 10.5'',83.5,6' 11.5'',241.4,84,7' 0'',108,9' 0'',6.75,9,10.75
2018-19,1629022,1629022,Lonnie,Walker,Lonnie Walker,SG,75.75,6' 3.75'',76.5,6' 4.5'',196.2,82.25,6' 10.25'',99.5,8' 3.5'',5.65,9,9.5
2018-19,1629023,1629023,PJ,Washington,PJ Washington,PF,78.5,6' 6.5'',80,6' 8'',223,86.5,7' 2.5'',107,8' 11'',6.85,9,10.25
2018-19,1629024,1629024,Austin,Wiley,Austin Wiley,C,80.25,6' 8.25'',82,6' 10'',249.4,89,7' 5'',111,9' 3'',5,9.75,10.25
2018-19,1629025,1629025,Kris,Wilkes,Kris Wilkes,SF,78.5,6' 6.5'',79.5,6' 7.5'',205,82.25,6' 10.25'',103.5,8' 7.5'',5.15,8.75,9.25
2018-19,1629026,1629026,Kenrich,Williams,Kenrich Williams,SF,78,6' 6'',79.5,6' 7.5'',200.4,79.25,6' 7.25'',103.5,8' 7.5'',5.95,8.5,9.75
2018-19,1629027,1629027,Trae,Young,Trae Young,PG,72.5,6' 0.5'',73.75,6' 1.75'',177.8,75,6' 3'',95.5,7' 11.5'',5.35,8,9.25
2019-20,1629638,1629638,Nickeil,Alexander-Walker,Nickeil Alexander-Walker,SG,76.25,6' 4.25'',77.5,6' 5.5'',203.8,81.5,6' 9.5'',102,8' 6'',5.9,8.5,8.75
2019-20,1629628,1629628,RJ,Barrett,RJ Barrett,SF,,,,,,,,,,,,
2019-20,1629646,1629646,Charles,Bassey,Charles Bassey,C,80.75,6' 8.75'',82,6' 10'',239,87.5,7' 3.5'',109.5,9' 1.5'',8.5,9.25,9.5
2019-20,1629647,1629647,Darius,Bazley,Darius Bazley,PF,79.75,6' 7.75'',81,6' 9'',208.4,84,7' 0'',107,8' 11'',3.6,9,9.75
2019-20,1629626,1629626,Bol,Bol,Bol Bol,C,84.75,7' 0.75'',86.5,7' 2.5'',208,91,7' 7'',115.5,9' 7.5'',7.1,9.25,9.5
2019-20,1629648,1629648,Jordan,Bone,Jordan Bone,SG,73.5,6' 1.5'',74.75,6' 2.75'',179,75.25,6' 3.25'',95,7' 11'',5,7.5,9.25
2019-20,1628968,1628968,Brian,Bowen II,Brian Bowen II,SF,78.25,6' 6.25'',79.5,6' 7.5'',200,82,6' 10'',103,8' 7'',6.5,8.5,9.75
2019-20,1629065,1629065,Ky,Bowman,Ky Bowman,PG,73,6' 1'',74.25,6' 2.25'',181.2,79,6' 7'',98,8' 2'',4.9,8.25,9
2019-20,1629649,1629649,Ignas,Brazdeikis,Ignas Brazdeikis,SF,77.75,6' 5.75'',79.25,6' 7.25'',220.8,81.25,6' 9.25'',102,8' 6'',6,8.75,9.5
2019-20,1629052,1629052,O'Shae,Brissett,O'Shae Brissett,SF-PF,79,6' 7'',80,6' 8'',203.2,84,7' 0'',104,8' 8'',2.9,9,9.5
2019-20,1629650,1629650,Moses,Brown,Moses Brown,C,85.25,7' 1.25'',86.5,7' 2.5'',237.2,88.75,7' 4.75'',113,9' 5'',7.8,9.5,10.25
2019-20,1629634,1629634,Brandon,Clarke,Brandon Clarke,SF,79.25,6' 7.25'',80.25,6' 8.25'',207.2,80.25,6' 8.25'',102,8' 6'',4.9,8.25,9.5
2019-20,1629651,1629651,Nicolas,Claxton,Nicolas Claxton,C,82,6' 10'',83.75,6' 11.75'',216.6,86.5,7' 2.5'',110,9' 2'',4.5,9.25,9.5
2019-20,1629076,1629076,Tyler,Cook,Tyler Cook,PF,79.25,6' 7.25'',80.75,6' 8.75'',245.4,84.5,7' 0.5'',106.5,8' 10.5'',6.1,9.5,10.75
2019-20,1629633,1629633,Jarrett,Culver,Jarrett Culver,SG,77.25,6' 5.25'',78.75,6' 6.75'',194.2,81.5,6' 9.5'',100.5,8' 4.5'',5,8.25,8.5
2019-20,1629056,1629056,Terence,Davis,Terence Davis,SG,75,6' 3'',76.5,6' 4.5'',192.4,80.75,6' 8.75'',101,8' 5'',4.1,9.25,10.75
2019-20,1629652,1629652,Luguentz,Dort,Luguentz Dort,PG,74.75,6' 2.75'',76.25,6' 4.25'',222.2,80.5,6' 8.5'',99.5,8' 3.5'',5,8.5,9
2019-20,1629653,1629653,Devon,Dotson,Devon Dotson,PG,72,6' 0'',74,6' 2'',178.6,75.25,6' 3.25'',95.5,7' 11.5'',5.9,8.25,9.5
2019-20,1629654,1629654,Carsen,Edwards,Carsen Edwards,PG,70.75,5' 10.75'',72.25,6' 0.25'',199.4,78,6' 6'',94.5,7' 10.5'',5.5,8.75,9
2019-20,1629605,1629605,Tacko,Fall,Tacko Fall,C,89.25,7' 5.25'',91,7' 7'',288.8,98.25,8' 2.25'',122.5,10' 2.5'',6.8,10.5,10.5
2019-20,1628981,1628981,Bruno,Fernando,Bruno Fernando,C,80.75,6' 8.75'',82.25,6' 10.25'',237,87.25,7' 3.25'',110,9' 2'',5.4,9.25,10
2019-20,1629655,1629655,Daniel,Gafford,Daniel Gafford,PF,81.25,6' 9.25'',82.5,6' 10.5'',237.6,86.5,7' 2.25'',110,9' 2'',5.9,9.25,9.25
2019-20,1629636,1629636,Darius,Garland,Darius Garland,PG,,,,,,,,,,,,
2019-20,1629656,1629656,Quentin,Grimes,Quentin Grimes,SG,76,6' 4'',77.25,6' 5.25'',209.6,79.75,6' 7.75'',100.5,8' 4.5'',8.4,8.25,10
2019-20,1629657,1629657,Kyle,Guy,Kyle Guy,SG,72.75,6' 0.75'',74.25,6' 2.25'',167.8,76.5,6' 4.5'',95.5,7' 11.5'',5.7,8,8.75
2019-20,1628986,1628986,Jaylen,Hands,Jaylen Hands,PG,73.5,6' 1.5'',75,6' 3'',180.4,77.5,6' 5.5'',97,8' 1'',5.1,8,8.25
2019-20,1629607,1629607,Jared,Harper,Jared Harper,PG,69.75,5' 9.75'',71,5' 11'',169.2,77.5,6' 5.5'',94,7' 10'',3.9,8.25,9.5
2019-20,1629637,1629637,Jaxson,Hayes,Jaxson Hayes,PF,82.25,6' 10.25'',83.5,6' 11.5'',218.6,87.5,7' 3.5'',110.5,9' 2.5'',5,9.25,10.5
2019-20,1629608,1629608,Dewan,Hernandez,Dewan Hernandez,C,81,6' 9'',82.25,6' 10.25'',232.8,85.75,7' 1.75'',107,8' 11'',6.1,9.5,10.25
2019-20,1629639,1629639,Tyler,Herro,Tyler Herro,SG,76.5,6' 4.5'',78,6' 6'',192.4,75.25,6' 3.25'',100.5,8' 4.5'',7.1,8,8.75
2019-20,1629658,1629658,Jalen,Hoard,Jalen Hoard,PF,79.25,6' 7.25'',81,6' 9'',212.6,84.75,7' 0.75'',105.5,8' 9.5'',6.7,8.75,9.75
2019-20,1629659,1629659,Talen,Horton-Tucker,Talen Horton-Tucker,SG,74.5,6' 2.5'',76,6' 4'',235.4,85.25,7' 1.25'',103,8' 7'',8.4,9.5,9.75
2019-20,1629631,1629631,De'Andre,Hunter,De'Andre Hunter,,,,,,,,,,,,,
2019-20,1629610,1629610,DaQuan,Jeffries,DaQuan Jeffries,SF-PF,76,6' 4'',77,6' 5'',215.6,83.25,6' 11.25'',104,8' 8'',3.9,9.5,10.25
2019-20,1629660,1629660,Ty,Jerome,Ty Jerome,PG,76.25,6' 4.25'',77.5,6' 5.5'',194.4,76,6' 4'',98,8' 2'',6.5,8.25,9.5
2019-20,1629640,1629640,Keldon,Johnson,Keldon Johnson,SG,76.75,6' 4.75'',78,6' 6'',216.4,81.25,6' 9.25'',104,8' 8'',5.6,8,9.25
2019-20,1629661,1629661,Cameron,Johnson,Cameron Johnson,SG,79,6' 7'',80.5,6' 8.5'',205.2,82,6' 10'',103,8' 7'',5.8,8,8.5
2019-20,1629662,1629662,Mfiondu,Kabengele,Mfiondu Kabengele,PF,80.75,6' 8.75'',82.25,6' 10.25'',256.2,87,7' 3'',109.5,9' 1.5'',5.1,9.25,10.75
2019-20,1629663,1629663,Louis,King,Louis King,SF,78.75,6' 6.75'',80,6' 8'',195.2,84.25,7' 0.25'',104.5,8' 8.5'',4.8,8,8.5
2019-20,1629641,1629641,Romeo,Langford,Romeo Langford,SG,76.5,6' 4.5'',78,6' 6'',,83,6' 11'',103,8' 7'',,9,9
2019-20,1629664,1629664,Dedric,Lawson,Dedric Lawson,PF,79,6' 7'',80.5,6' 8.5'',233,86.25,7' 2.25'',107.5,8' 11.5'',8.9,9.75,9.75
2019-20,1629665,1629665,Jalen,Lecque,Jalen Lecque,PG,74.5,6' 2.5'',76.25,6' 4.25'',185.2,80.5,6' 8.5'',98.5,8' 2.5'',4,8.75,8.5
2019-20,1629642,1629642,Nassir,Little,Nassir Little,SF,76.5,6' 4.5'',78,6' 6'',224.2,85.25,7' 1.25'',104.5,8' 8.5'',5.9,8.75,10
2019-20,1629611,1629611,Terance,Mann,Terance Mann,SG-SF,76.75,6' 4.75'',78.5,6' 6.5'',204.6,79.75,6' 7.75'',101,8' 5'',4,9.5,9.25
2019-20,1628998,1628998,Cody,Martin,Cody Martin,PG-SG,76.75,6' 4.75'',77.5,6' 5.5'',192.2,82.25,6' 10.25'',102.5,8' 6.5'',5,8.25,9
2019-20,1629666,1629666,Charles,Matthews,Charles Matthews,SG,77,6' 5'',78.25,6' 6.25'',194.8,81.5,6' 9.5'',103,8' 7'',3.8,8.5,8.75
2019-20,1629667,1629667,Jalen,McDaniels,Jalen McDaniels,SF,80.25,6' 8.25'',81.75,6' 9.75'',191.6,84.25,7' 0.25'',105.5,8' 9.5'',5.7,9,10
2019-20,1629630,1629630,Ja,Morant,Ja Morant,PG,,,,,,,,,,,,
2019-20,1629668,1629668,Zach,Norvell Jr.,Zach Norvell Jr.,SG,76.5,6' 4.5'',77.5,6' 5.5'',206.4,78,6' 6'',101,8' 5'',7.5,8.5,9.5
2019-20,1629669,1629669,Jaylen,Nowell,Jaylen Nowell,SG,75.25,6' 3.25'',76.25,6' 4.25'',202.4,79.25,6' 7.25'',98,8' 2'',6.1,8.25,8.5
2019-20,1629670,1629670,Jordan,Nwora,Jordan Nwora,PF,77.75,6' 5.75'',79.5,6' 7.5'',220,82.5,6' 10.5'',103,8' 7'',7.8,8.5,9.25
2019-20,1629643,1629643,Chuma,Okeke,Chuma Okeke,,,,,,,,,,,,,
2019-20,1629644,1629644,KZ,Okpala,KZ Okpala,SF,79.25,6' 7.25'',81.5,6' 9.5'',209.6,85.75,7' 1.75'',106.5,8' 10.5'',4.6,9.25,9.25
2019-20,1629671,1629671,Miye,Oni,Miye Oni,SG,76.25,6' 4.25'',77.75,6' 5.75'',205.6,82.75,6' 10.75'',100.5,8' 4.5'',4.9,9,10
2019-20,1629672,1629672,Eric,Paschall,Eric Paschall,SF,78,6' 6'',79.25,6' 7.25'',254.4,87.75,6' 11.75'',103.5,8' 7.5'',6.3,9,9.5
2019-20,1629617,1629617,Reggie,Perry,Reggie Perry,SF-PF,80,6' 8'',81.25,6' 9.25'',250.8,84.5,7' 0.5'',106,8' 10'',6.7,9,10
2019-20,1629044,1629044,Shamorie,Ponds,Shamorie Ponds,PG,71.5,5' 11.5'',72.5,6' 0.5'',180,75.5,6' 3.5'',96.5,8' 0.5'',9.8,7.75,8
2019-20,1629673,1629673,Jordan,Poole,Jordan Poole,SG,75.5,6' 3.5'',77.5,6' 5.5'',190.8,78.75,6' 6.75'',99.5,8' 3.5'',7.5,8.25,8.5
2019-20,1629007,1629007,Jontay,Porter,Jontay Porter,PF,81.75,6' 9.75'',83,6' 11'',210.4,84,7' 0'',109.5,9' 1.5'',8.5,8.75,9.5
2019-20,1629645,1629645,Kevin,Porter Jr.,Kevin Porter Jr.,SG,76,6' 4'',77.5,6' 5.5'',212.6,81,6' 9'',103,8' 7'',5.1,8.75,8.75
2019-20,1629674,1629674,Neemias,Queta,Neemias Queta,C,82.75,6' 10.75'',84.25,7' 0.25'',225.8,88.25,7' 4.25'',111.5,9' 3.5'',6.3,9.5,11
2019-20,1629629,1629629,Cameron,Reddish,Cameron Reddish,SF,78.5,6' 6.5'',80,6' 8'',207.8,84.5,7' 0.5'',105.5,8' 9.5'',4.7,9,9
2019-20,1629675,1629675,Naz,Reid,Naz Reid,PF,80.25,6' 8.75'',81.5,6' 9.5'',255.8,87.25,7' 3.25'',109,9' 1'',14,9.5,9.25
2019-20,1629676,1629676,Isaiah,Roby,Isaiah Roby,PF,79.25,6' 7.25'',80.5,6' 8.5'',214,85,7' 1'',106,8' 10'',3.9,9,10.5
2019-20,1629677,1629677,Luka,Samanic,Luka Samanic,PF,81.5,6' 9.5'',83,6' 11'',227.2,82.5,6' 10.5'',107,8' 11'',5.6,8.5,9
2019-20,1629678,1629678,Admiral,Schofield,Admiral Schofield,SF,76,6' 4'',77.25,6' 5.25'',240.6,81.75,6' 9.75'',102.5,8' 6.5'',6.8,8.75,9
2019-20,1629621,1629621,Marial,Shayok,Marial Shayok,SF-PF,76.5,6' 4.5'',77.5,6' 5.5'',196.8,84.25,7' 0.25'',103.5,8' 7.5'',4.7,8.75,9.25
2019-20,1629679,1629679,Simisola,Shittu,Simisola Shittu,PF,80.5,6' 8.5'',81.5,6' 9.5'',227.2,85.25,7' 1.25'',106,8' 10'',6.2,8.75,8.5
2019-20,1629681,1629681,Killian,Tillie,Killian Tillie,,,,,,,,,,,,,
2019-20,1629023,1629023,P.J.,Washington,P.J. Washington,PF,78.5,6' 6.5'',80,6' 8'',230.4,86.5,7' 2.25'',106.5,8' 10.5'',8.6,9,10.25
2019-20,1629682,1629682,Tremont,Waters,Tremont Waters,PG,69.5,5' 9.5'',70.75,5' 10.75'',172.4,74.25,6' 2.25'',93.5,7' 9.5'',6.6,8,9.75
2019-20,1629683,1629683,Quinndary,Weatherspoon,Quinndary Weatherspoon,SG,75,6' 3'',76.25,6' 4.25'',206.6,81,6' 9'',100,8' 4'',6.1,8.5,9
2019-20,1629632,1629632,Coby,White,Coby White,PG,75.5,6' 3.5'',76.75,6' 4.75'',191.4,77,6' 5'',97.5,8' 1.5'',4.3,7.75,9
2019-20,1629025,1629025,Kris,Wilkes,Kris Wilkes,SF,78.25,6' 6.25'',79.75,6' 7.75'',208.8,82.75,6' 10.75'',103,8' 7'',4.9,8.5,9.5
2019-20,1629684,1629684,Grant,Williams,Grant Williams,PF,77.75,6' 5.75'',79.5,6' 7.5'',240.2,81.75,6' 9.75'',104.5,8' 8.5'',5.4,9,10.5
2019-20,1629627,1629627,Zion,Williamson,Zion Williamson,PF,,,,,,,,,,,,
2019-20,1629685,1629685,Dylan,Windler,Dylan Windler,SF,78.25,6' 6.25'',79.5,6' 7.5'',195.8,82,6' 10'',104.5,8' 8.5'',4.6,8.25,9.5
2020-21,1630173,1630173,Precious,Achiuwa,Precious Achiuwa,PF,79.5,6'7.50'',80.7,6'8.75'',234,84.75,7'0.75'',108.5,9'0.50'',6.7,9,10
2020-21,1630234,1630234,Ty-Shon,Alexander,Ty-Shon Alexander,SG,74,6'2.00'',76,6'4.00'',200.8,80,6'8.00'',100,8'4.00'',12.3,8.75,8.75
2020-21,1628962,1628962,Udoka,Azubuike,Udoka Azubuike,C,82,6'10.00'',83.5,6'11.50'',259.5,91.25,7'7.25'',109,9'1.00'',9.61,9.25,10
2020-21,1630189,1630189,Tyler,Bey,Tyler Bey,PF,78,6'6.00'',79,6'7.00'',212.8,85.25,7'1.25'',105.5,8'9.50'',5,8.5,9
2020-21,1630213,1630213,Yoeli,Childs,Yoeli Childs,PF,78,6'6.00'',79,6'7.00'',226.4,83.5,6'11.50'',106,8'10.00'',8.2,8.75,10
2020-21,1629603,1629603,Mamadi,Diakite,Mamadi Diakite,PF,80.5,6'8.50'',82.2,6'10.25'',222.1,87.75,7'3.75'',107,8'11.00'',7.83,9,10.25
2020-21,1629653,1629653,Devon,Dotson,Devon Dotson,PG,72.5,6'0.50'',73.7,6'1.75'',185.2,75,6'3.00'',95,7'11.00'',4.6,8.25,10
2020-21,1630220,1630220,Paul,Eboua,Paul Eboua,SF-PF,78,6'6.00'',79.5,6'7.50'',222.2,87.5,7'3.50'',108,9'0.00'',3.8,9,10.25
2020-21,1629604,1629604,CJ,Elleby,CJ Elleby,SG-SF,77.5,6'5.50'',78.2,6'6.25'',198.6,79.25,6'7.25'',100.5,8'4.50'',4.2,8.75,10
2020-21,1630235,1630235,Trent,Forrest,Trent Forrest,PG,75.5,6'3.50'',76.7,6'4.75'',203,79.5,6'7.50'',102.5,8'6.50'',5.65,9,9.75
2020-21,1630182,1630182,Josh,Green,Josh Green,SG-SF,76.5,6'4.50'',77.5,6'5.50'',214,81.75,6'9.75'',101.5,8'5.50'',6.8,8,8.75
2020-21,1630204,1630204,Ashton,Hagans,Ashton Hagans,PG,73.5,6'1.50'',74.5,6'2.50'',193,80,6'8.00'',99.5,8'3.50'',4.1,9,9
2020-21,1630221,1630221,Joshua,Hall,Joshua Hall,SF,78,6'6.00'',79.5,6'7.50'',196.6,83,6'11.00'',104.5,8'8.50'',7.6,8.75,9.5
2020-21,1630223,1630223,Jalen,Harris,Jalen Harris,SG,74.75,6'2.75'',76.2,6'4.25'',193.4,79,6'7.00'',97.5,8'1.50'',4.4,8.25,9.5
2020-21,1630210,1630210,Markus,Howard,Markus Howard,PG,69.5,5'9.50'',71,5'11.00'',170.8,72.25,6'0.25'',91.5,7'7.50'',9.91,8.5,7.75
2020-21,1630190,1630190,Elijah,Hughes,Elijah Hughes,SF-SG,76.75,6'4.75'',78.5,6'6.50'',229,79.5,6'7.50'',101.5,8'5.50'',10.2,8.5,8.75
2020-21,1630198,1630198,Isaiah,Joe,Isaiah Joe,SG,75,6'3.00'',76.5,6'4.50'',170.4,79.5,6'7.50'',101,8'5.00'',4.7,8.25,8.25
2020-21,1630222,1630222,Mason,Jones,Mason Jones,SG,75.75,6'3.75'',77.7,6'5.75'',207.2,79,6'7.00'',102.5,8'6.50'',8.9,8.75,8.5
2020-21,1630233,1630233,Nathan,Knight,Nathan Knight,PF-C,80,6'8.00'',81.7,6'9.75'',235,86,7'2.00'',109.5,9'1.50'',8.2,9,9.5
2020-21,1630177,1630177,Theo,Maledon,Theo Maledon,PG,76,6'4.00'',77,6'5.00'',187.4,80.75,6'8.75'',100.5,8'4.50'',2.8,8.5,10
2020-21,1630211,1630211,Karim,Mane,Karim Mane,PG-SG,77,6'5.00'',78,6'6.00'',196,83,6'11.00'',102,8'6.00'',3.73,8.5,9.75
2020-21,1630230,1630230,Naji,Marshall,Naji Marshall,SF,77.75,6'5.75'',79,6'7.00'',233.5,84.75,7'0.75'',102.5,8'6.50'',8.7,9.25,10.5
2020-21,1630231,1630231,Kenyon,Martin Jr.,Kenyon Martin Jr.,SF-PF,78,6'6.00'',79,6'7.00'',213.2,79.25,6'7.25'',102,8'6.00'',5.9,8.5,8.75
2020-21,1630219,1630219,Skylar,Mays,Skylar Mays,SG,75,6'3.00'',76,6'4.00'',204,78,6'6.00'',99,8'3.00'',7.4,8,9.75
2020-21,1630192,1630192,Zeke,Nnaji,Zeke Nnaji,PF-C,81.25,6'9.25'',82.5,6'10.50'',246.8,86,7'2.00'',105.5,8'9.50'',5.9,9,10.5
2020-21,1629670,1629670,Jordan,Nwora,Jordan Nwora,SF-PF,77.75,6'5.75'',79,6'7.00'',223,82.25,6'10.25'',104,8'8.00'',11.68,8.5,9.25
2020-21,1629617,1629617,Reggie,Perry,Reggie Perry,PF-C,80.25,6'8.25'',81.2,6'9.25'',249.6,84.25,7'0.25'',106.5,8'10.50'',8.4,9.25,11
2020-21,1629619,1629619,Myles,Powell,Myles Powell,PG-SG,72.5,6'0.50'',73.5,6'1.50'',194,79,6'7.00'',99,8'3.00'',15.8,8,9
2020-21,1630193,1630193,Immanuel,Quickley,Immanuel Quickley,SG,74,6'2.00'',75,6'3.00'',185.8,80.25,6'8.25'',99,8'3.00'',8.2,8,8.75
2020-21,1630186,1630186,Jahmi'us,Ramsey,Jahmi'us Ramsey,SG,74.5,6'2.50'',75.7,6'3.75'',193.4,78,6'6.00'',100.5,8'4.50'',3.4,8.75,9.75
2020-21,1630194,1630194,Paul,Reed Jr.,Paul Reed Jr.,PF,80.5,6'8.50'',81.2,6'9.25'',219.2,86,7'2.00'',109.5,9'1.50'',6.83,9,8.75
2020-21,1630208,1630208,Nick,Richards,Nick Richards,C,82.5,6'10.50'',83.5,6'11.50'',241.6,86.25,7'2.25'',110,9'2.00'',8.5,9,9
2020-21,1630203,1630203,Grant,Riller,Grant Riller,PG-SG,72.25,6'0.25'',73,6'1.00'',178.4,77.25,6'5.25'',96.5,8'0.50'',5.4,8,8.5
2020-21,1630206,1630206,Jayden,Scrubb,Jayden Scrubb,SG-SF,77,6'5.00'',78.2,6'6.25'',185.2,81.5,6'9.50'',104.5,8'8.50'',3.7,8.25,9.75
2020-21,1630188,1630188,Jalen,Smith,Jalen Smith,PF-C,81.25,6'9.25'',82.2,6'10.25'',224.6,86.25,7'2.25'',110,9'2.00'',3.7,9.25,9.25
2020-21,1630199,1630199,Cassius,Stanley,Cassius Stanley,SG,77,6'5.00'',78.2,6'6.25'',201.6,79,6'7.00'',99.5,8'3.50'',5.8,8.25,9
2020-21,1630205,1630205,Lamar,Stevens,Lamar Stevens,SF-PF,77.75,6'5.75'',78.7,6'6.75'',228,81,6'9.00'',101,8'5.00'',6.8,8.5,9.75
2020-21,1630191,1630191,Isaiah,Stewart,Isaiah Stewart,C,79.25,6'7.25'',80.5,6'8.50'',243,88.75,7'4.75'',108.5,9'0.50'',7.5,9,10.5
2020-21,1630179,1630179,Tyrell,Terry,Tyrell Terry,PG,73.5,6'1.50'',75,6'3.00'',170,73.75,6'1.75'',96,8'0.00'',7.6,7.5,8.25
2020-21,1629681,1629681,Killian,Tillie,Killian Tillie,PF,80.75,6'8.75'',82,6'10.00'',221.6,80,6'8.00'',106,8'10.00'',12.43,8.25,9.25
2020-21,1630214,1630214,Xavier,Tillman Sr.,Xavier Tillman Sr.,PF-C,79.5,6'7.50'',80.5,6'8.50'',266.5,86,7'2.00'',106,8'10.00'',8.5,10.25,11
2020-21,1629700,1629700,Kaleb,Wesson,Kaleb Wesson,C,81.25,6'9.25'',82.2,6'10.25'',252.6,87.5,7'3.50'',111.5,9'3.50'',12.5,9,10.75
2020-21,1630232,1630232,Kahlil,Whitney,Kahlil Whitney,SF,77.5,6'5.50'',79,6'7.00'',205,84.25,7'0.25'',105.5,8'9.50'',5.3,9.25,10.25
2020-21,1630216,1630216,Cassius,Winston,Cassius Winston,PG,72.5,6'0.50'',73.5,6'1.50'',196,78,6'6.00'',97,8'1.00'',9,8.75,8.25
2020-21,1630218,1630218,Robert,Woodard II,Robert Woodard II,SF,77.5,6'5.50'',79,6'7.00'',230.2,86,7'2.00'',105.5,8'9.50'',4.5,9,10.75
2021-22,1630546,1630546,Max,Abmas,Max Abmas,PG,70.5,5'10.5'',71.75,5'11.75'',161.80,73.75,6'1.75'',94,7'10.0'',5.5,8,7.75
2021-22,1630534,1630534,Ochai,Agbaji,Ochai Agbaji,SG,76.5,6'4.5'',77.5,6'5.5'',214.40,82,6'10.0'',103.5,8'7.5'',4.15,9,8.75
2021-22,1630542,1630542,Marcus,Bagley,Marcus Bagley,SF,78,6'6.0'',79.75,6'7.75'',216.80,83,6'11.0'',102.5,8'6.5'',7.5,8.75,8.5
2021-22,1630567,1630567,Scottie,Barnes,Scottie Barnes,SF,79,6'7.0'',80,6'8.0'',225.40,86.75,7'2.75'',108,9'0.0'',5.3,9.25,10.25
2021-22,1629646,1629646,Charles,Bassey,Charles Bassey,C,81.25,6'9.25'',82.25,6'10.25'',230.20,87,7'3.0'',107.5,8'11.5'',5.9,9,9.5
